,Unnamed: 0.1,original_index,sentence,Unnamed: 0,date,year,month,day,author,title,url,section,publication,objectivity_classification,Emotional_appeal_classification,classification_raw,WordCount
4718,4718,102,mr ramaphosa did not comment on mr mabuza then,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,False,Objective,9
4719,4719,102,asked about his deputy in the interview wednesday mr ramaphosa defended him though not forcefully,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,False,Objective,15
4720,4720,102,none of the issues that have been alleged against him has as far as i know been brought to either the police or the criminal justice system mr ramaphosa said,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,False,Unclassifiable,30
4721,4721,102,the countrys prosecutors he said would act without fear prejudice or favor should such evidence emerge,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,False,Objective,16
4722,4722,102,as a leader if allegations like that are made against you you want them to be proven mr ramaphosa said,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,False,Subjective,20
4723,4723,102,but the national prosecuting authority is one of the government institutions that were weakened during mr zumas presidency,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,False,Objective,18
4724,4724,102,despite a series of scandals that have rocked the country few have been held to account for largescale corruption that has put south africas future in question,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,True,Subjective Emotional Appeal,27
4725,4725,102,at a news conference in davos mr ramaphosa said he had taken steps to strengthen the prosecuting authority in recent years the anc which once inspired people across africa and the world has come to symbolize deeprooted corruption,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,True,Objective Emotional Appeal,38
4726,4726,102,party leaders have stolen tens of billions of dollars meant to lift up poor black south africans,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,True,Subjective Emotional Appeal,17
4727,4727,102,they have gutted key government institutions like the tax agency to gain better access to government accounts,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,True,Subjective Emotional Appeal,17
4728,4728,102,they have even taken to eliminating rivals in mafialike assassinations,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,True,Subjective Emotional Appeal,10
4729,4729,102,mr ramaphosa acknowledged the slow pace of progress saying that things like corruption become a way of life but he underlined his commitment to deal with the issue ahead of the elections,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,True,False,Objective,32
4730,4730,102,this time were not just saying it were living it he said adding because if we dont do so were going to be punished at the polls,102,1/23/2019 16:45,2019,1,23,"Selam Gebrekidan, Norimitsu Onishi","South Africa Leader, Wooing Investors, Pledges End to Corruption",https://www.nytimes.com/2019/01/23/world/africa/south-africa-corruption.html,world,The New York Times,False,True,Subjective Emotional Appeal,27
4731,4731,103,washington  the nato secretary general gave a strong defense of the 70yearold military alliance between europe and the united states using a highprofile appearance before a joint session of congress on wednesday to urge allies to stand up to a more assertive russia,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,44
4732,4732,103,while the north atlantic treaty organization is not looking for a new cold war with moscow the alliances leader jens stoltenberg said it was important to not be nave about the kremlins intentions,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,33
4733,4733,103,proffering a long list of russian actions that threaten nato allies including the annexation of crimea the use of a nerve agent in britain and moscows interference in democratic elections mr stoltenberg cited a pattern of russian behavior that calls for the alliance to be more united than ever in its response,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,52
4734,4734,103,nato will always take the necessary steps to provide credible and effective deterrence mr stoltenberg said at the capitol,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,19
4735,4735,103,he was in washington for a meeting of foreign ministers from nato member states,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,14
4736,4736,103,but his remarks came in the middle of a poorly timed squabble between two of the alliances fractious members  the united states and turkey  with russia as the potential beneficiary,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,False,False,Subjective,32
4737,4737,103,earlier this week the pentagon announced that it was halting the delivery of parts for f35 fighter jets to turkey because ankara is pursuing plans to buy s400 missile defense systems from russia,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,33
4738,4738,103,american officials do not want turkey to purchase the russian system and have warned that it could collect information on united states stealth fighter jets,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,25
4739,4739,103,the turkish foreign minister mevlut cavusoglu was adamant in a separate alliance event in washington on wednesday that ankara will not budge,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,22
4740,4758,104,hello new york times tech readers,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,6
4741,4741,103,turkey doesnt have to choose between russia and any others and we dont see our relationship with russia as an alternative to others but the trump administration so far is being equally adamant,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,False,False,Subjective,33
4742,4742,103,turkey must choose vice president mike pence said at a nato anniversary event,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,13
4743,4743,103,does it want to remain a critical partner in the most successful military alliance in history or does it want to risk the security of that partnership by making such reckless decisions that undermine our alliance mr stoltenberg in his speech before congress did not directly reference the f35 squabble,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,False,True,Subjective Emotional Appeal,50
4744,4744,103,but he characterized fights among alliance partners as democracy open discussions and different views is not a sign of weakness mr stoltenberg said,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,23
4745,4745,103,it is a sign of strength he also reaffirmed natos core mandate of collective defense  that an attack on one member state is viewed as an attack on all 29,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,31
4746,4746,103,but in doing so mr stoltenberg aired a principle that president trump has questioned exposing the new rift that has developed between his administration and the united states most important allies,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,31
4747,4747,103,wednesdays speech was the first time that a secretary general of the alliance has been invited to speak on congresss most highprofile stage and the platform afforded to mr stoltenberg was in many ways a sign of lawmakers concerns over mr trumps commitment to nato,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,45
4748,4748,103,mr stoltenberg a careful diplomat made no criticism of mr trump and instead credited the president with prodding the alliance to spend more on defense,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,25
4749,4749,103,still the overall theme of mr stoltenbergs speech was to make the case for nato the value of which mr trump has often questioned,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,24
4750,4750,103,lawmakers gave mr stoltenberg a series of standing ovations,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,9
4751,4751,103,legislation that has bipartisan support is making its way through congress and would explicitly prohibit any president from withdrawing the united states from the alliance without senate approval,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,28
4752,4752,103,in his speech which was peppered with political and personal details mr stoltenberg said the military alliance has been good not just for europe but for the united states as well,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,31
4753,4753,103,he reminded lawmakers that the only time nato has invoked article 5  the pact of collective defense following attacks  was after the terrorist strikes against the united states on sept 11 2001,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,34
4754,4754,103,the strength of a nation mr stoltenberg said is not only measured by the size of its economy or the number of its soldiers but also by the number of its friends and through nato the united states has more friends and allies than any other power he said,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,True,False,Objective,49
4755,4755,103,this has made the united states stronger safer and more secure,103,4/3/2019 16:14,2019,4,3,"Helene Cooper, Julian E. Barnes","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html,us,The New York Times,False,False,Subjective,11
4756,4756,104,the iphone maker which depends on both factories and consumers in china could be a bellwether for other big tech companies,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,21
4757,4757,104,get an informed guide to the global outbreak with our daily coronavirus newsletter,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,13
4758,4762,104,we begin coronavirus is starting to affect tech production lines and demand for products,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,14
4759,4759,104,im nellie bowles the tech and culture reporter here now with the roundup of the news,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,16
4760,4760,104,it was a week that captured the central issues of tech in 2020 privacy versus the convenience of smart home devices dependence on the smooth running of chinas manufacturing industry battles over regulation in europe and the lockdown on internal dissent at silicon valley companies,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,45
4761,4761,104,so to those wanting to take a break from the endless democratic primary jockeying settle into a good chair because what the week brought you is a basket of beautiful tech features,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,32
4762,4777,104,that has left countries in the region increasingly dependent on companies that many leaders distrust now it is trying to change that and reclaim technological sovereignty not surprisingly silicon valley companies have been making more trips to brussels recently to lobby against some of that regulation a new digital policy including firstofitskind rules on the ways that artificial intelligence can be used by companies adam wrote,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,66
4763,4763,104,apple cut its sales expectations for the quarter citing the viruss impact on factories and stores,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,16
4764,4764,104,the warning was a clear indication of how big the company has bet on china and how the impact of the outbreak might ripple out into the global economy explored in an article by daisuke wakabayashi,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,36
4765,4765,104,amazon executives are also preparing for coronavirus disruptions,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,8
4766,4766,104,an article by karen weise and michael corkery outlined the measures the company is taking to hedge against the potential that the impact of the virus gets worse,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,28
4767,4767,104,the everything store is making larger and more frequent orders of chinesemade products that had already been shipped to the united states they wrote,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,24
4768,4768,104,updated feb 26 2020 but at the same time some suppliers are trying to lower demand cutting back on advertising and promotions so they dont run out of stuff,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,29
4769,4769,104,speaking of amazon not everyone agrees on where to draw the line between privacy and convenience sometimes not even everyone in the same house,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,24
4770,4770,104,one couple fighting over whether to keep an alexaenabled echo speaker in the home invented their own solution a bracelet of silence that jams microphones,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,25
4771,4771,104,wear it and its like smarthome armor,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,7
4772,4772,104,the tale of the couple two computer science professors was brought to us by kashmir hill,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,16
4773,4773,104,but if you do agree on getting something that records video and listens  especially a ring doorbell  there are some privacy best practices which brian x chen outlined in his latest tech fix column,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,36
4774,4774,104,there are many many steps required including getting a burner phone number,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,12
4775,4775,104,and his conclusion if that all sounds like a lot of effort just to use a security camera thats because the security concerns make ring products impractical to own in europe leaders are very good at regulating technology pioneering responses to issues of privacy and antitrust but can it build tech giants of its own,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,55
4776,4776,104,my colleagues adam satariano and monika pronczuk wrote as europe has created a reputation as the worlds most aggressive watchdog of silicon valley it has failed to nurture its own tech ecosystem,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Subjective,32
4777,4779,104,mostly they were fired,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,4
4778,4778,104,noam scheiber and kate conger had a big story in the the new york times magazine on the great google revolt what happened when a group of employees tried to make the company stop doing work they saw as unethical,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,40
4779,4781,104,the style sections penelope green took us to deathbeds,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,9
4780,4780,104,dive into the article to understand how google went from an ultratransparent company that encouraged employee dissent to well not,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,20
4781,4785,104,her memoir whistleblower my journey to silicon valley and fight for justice at uber is out now and the book review called it a powerful illustration of the obstacles our society continues to throw up in the paths of ambitious young women marker a new business site by medium is rolling out some great stories this week including a series on the new rules of the ipo kickstarter officially voted to unionize,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,72
4782,4782,104,as more people choose to die at home and more families have smartphones deathbed photos are returning,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,17
4783,4783,104,whats happening now is that people are taking back that process said stanley b burns 81 an ophthalmologist who runs the burns archive a collection of postmortem and medical photos,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,30
4784,4784,104,but the impulse to photograph is the same as it was for the victorians our colleague in opinion susan fowler shook the tech world in 2017 when she wrote a firstperson account of working at uber and suffering the indignities and discrimination of a sexist startup workplace,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,47
4785,4791,104,how are we doing,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,4
4786,4786,104,there have been large efforts to organize tech labor but many have faltered,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,13
4787,4787,104,san diego is likely to recognize instacart workers as employees rather than independent contractors according to a story in bloomberg law,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,21
4788,4788,104,a general reminder from the new york times magazines future of work issue professional video game players are in high demand as the industry competes for talent and now they make even more money,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,34
4789,4789,104,according to newzoo a gamesandesports analytics company competitive esports revenue last year was about 11 billion an almost 27 percent increase from 2018 robert capps wrote,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,True,False,Objective,26
4790,4790,104,so in conclusion get in while the getting is good,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,True,Subjective Emotional Appeal,10
4791,4793,104,please email thoughts and suggestions to bitsnewsletternytimescom,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,7
4792,4792,104,wed love your feedback on this newsletter,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Subjective,7
4793,4794,104,like this email,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Unclassifiable,3
4794,4796,105,good friday,105,10/19/2018 6:23,2018,10,19,,DealBook Briefing: It May Be Business (Almost) as Usual With Saudi Arabia,https://www.nytimes.com/2018/10/19/business/dealbook/saudi-arabia-business.html,business,The New York Times,False,False,Unclassifiable,2
4795,4795,104,forward it to your friends and let them know they can sign up here,104,2/21/2020 9:00,2020,2,21,Nellie Bowles,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast,https://www.nytimes.com/2020/02/21/technology/apple-coronavirus.html,technology,The New York Times,False,False,Subjective,14
4796,4797,105,want this by email,105,10/19/2018 6:23,2018,10,19,,DealBook Briefing: It May Be Business (Almost) as Usual With Saudi Arabia,https://www.nytimes.com/2018/10/19/business/dealbook/saudi-arabia-business.html,business,The New York Times,False,False,Unclassifiable,4
4797,4798,105,sign up here,105,10/19/2018 6:23,2018,10,19,,DealBook Briefing: It May Be Business (Almost) as Usual With Saudi Arabia,https://www.nytimes.com/2018/10/19/business/dealbook/saudi-arabia-business.html,business,The New York Times,False,False,Unclassifiable,3
4798,4813,105,more from jim stewarts interview with mr lampert ive taken a huge personal hit mr lampert told me this week in a wideranging interview his first since the bankruptcy filing,105,10/19/2018 6:23,2018,10,19,,DealBook Briefing: It May Be Business (Almost) as Usual With Saudi Arabia,https://www.nytimes.com/2018/10/19/business/dealbook/saudi-arabia-business.html,business,The New York Times,False,False,Unclassifiable,30
4799,4799,105,more prominent figures dropped out of the future investment initiative conference yesterday including treasury secretary steven mnuchin,105,10/19/2018 6:23,2018,10,19,,DealBook Briefing: It May Be Business (Almost) as Usual With Saudi Arabia,https://www.nytimes.com/2018/10/19/business/dealbook/saudi-arabia-business.html,business,The New York Times,True,False,Objective,17
